# Full data listing for the real world dataset
# Data Directory: 
Test_Data/rw4/, DfD/data/rw4/, Projects/rw_data/
k27/left/exp_50/image_135_50.00.png, k27/left/exp_50/image_127_50.00.png, k27/lidar/lidar_rng_left_00000_8bit_x6d6.png
k27/left/exp_60/image_135_60.00.png, k27/left/exp_60/image_127_60.00.png, k27/lidar/lidar_rng_left_00000_8bit_x6d6.png
k27/left/exp_70/image_135_70.00.png, k27/left/exp_70/image_127_70.00.png, k27/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k28/left/exp_10/image_135_10.00.png, k28/left/exp_10/image_127_10.00.png, k28/lidar/lidar_rng_left_00000_8bit_x6d6.png
k28/left/exp_20/image_135_20.00.png, k28/left/exp_20/image_127_20.00.png, k28/lidar/lidar_rng_left_00000_8bit_x6d6.png
k28/left/exp_30/image_135_30.00.png, k28/left/exp_30/image_127_30.00.png, k28/lidar/lidar_rng_left_00000_8bit_x6d6.png
k28/left/exp_40/image_135_40.00.png, k28/left/exp_40/image_127_40.00.png, k28/lidar/lidar_rng_left_00000_8bit_x6d6.png
k28/left/exp_50/image_135_50.00.png, k28/left/exp_50/image_127_50.00.png, k28/lidar/lidar_rng_left_00000_8bit_x6d6.png
k28/left/exp_60/image_135_60.00.png, k28/left/exp_60/image_127_60.00.png, k28/lidar/lidar_rng_left_00000_8bit_x6d6.png
k28/left/exp_70/image_135_70.00.png, k28/left/exp_70/image_127_70.00.png, k28/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k29/left/exp_10/image_135_10.00.png, k29/left/exp_10/image_127_10.00.png, k29/lidar/lidar_rng_left_00000_8bit_x6d6.png
k29/left/exp_20/image_135_20.00.png, k29/left/exp_20/image_127_20.00.png, k29/lidar/lidar_rng_left_00000_8bit_x6d6.png
k29/left/exp_30/image_135_30.00.png, k29/left/exp_30/image_127_30.00.png, k29/lidar/lidar_rng_left_00000_8bit_x6d6.png
k29/left/exp_40/image_135_40.00.png, k29/left/exp_40/image_127_40.00.png, k29/lidar/lidar_rng_left_00000_8bit_x6d6.png
k29/left/exp_50/image_135_50.00.png, k29/left/exp_50/image_127_50.00.png, k29/lidar/lidar_rng_left_00000_8bit_x6d6.png
k29/left/exp_60/image_135_60.00.png, k29/left/exp_60/image_127_60.00.png, k29/lidar/lidar_rng_left_00000_8bit_x6d6.png
k29/left/exp_70/image_135_70.00.png, k29/left/exp_70/image_127_70.00.png, k29/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k30/left/exp_10/image_135_10.00.png, k30/left/exp_10/image_127_10.00.png, k30/lidar/lidar_rng_left_00000_8bit_x6d6.png
k30/left/exp_20/image_135_20.00.png, k30/left/exp_20/image_127_20.00.png, k30/lidar/lidar_rng_left_00000_8bit_x6d6.png
k30/left/exp_30/image_135_30.00.png, k30/left/exp_30/image_127_30.00.png, k30/lidar/lidar_rng_left_00000_8bit_x6d6.png
k30/left/exp_40/image_135_40.00.png, k30/left/exp_40/image_127_40.00.png, k30/lidar/lidar_rng_left_00000_8bit_x6d6.png
k30/left/exp_50/image_135_50.00.png, k30/left/exp_50/image_127_50.00.png, k30/lidar/lidar_rng_left_00000_8bit_x6d6.png
k30/left/exp_60/image_135_60.00.png, k30/left/exp_60/image_127_60.00.png, k30/lidar/lidar_rng_left_00000_8bit_x6d6.png
k30/left/exp_70/image_135_70.00.png, k30/left/exp_70/image_127_70.00.png, k30/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k31/left/exp_10/image_135_10.00.png, k31/left/exp_10/image_127_10.00.png, k31/lidar/lidar_rng_left_00000_8bit_x6d6.png
k31/left/exp_20/image_135_20.00.png, k31/left/exp_20/image_127_20.00.png, k31/lidar/lidar_rng_left_00000_8bit_x6d6.png
k31/left/exp_30/image_135_30.00.png, k31/left/exp_30/image_127_30.00.png, k31/lidar/lidar_rng_left_00000_8bit_x6d6.png
k31/left/exp_40/image_135_40.00.png, k31/left/exp_40/image_127_40.00.png, k31/lidar/lidar_rng_left_00000_8bit_x6d6.png
k31/left/exp_50/image_135_50.00.png, k31/left/exp_50/image_127_50.00.png, k31/lidar/lidar_rng_left_00000_8bit_x6d6.png
k31/left/exp_60/image_135_60.00.png, k31/left/exp_60/image_127_60.00.png, k31/lidar/lidar_rng_left_00000_8bit_x6d6.png
k31/left/exp_70/image_135_70.00.png, k31/left/exp_70/image_127_70.00.png, k31/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k32/left/exp_10/image_135_10.00.png, k32/left/exp_10/image_127_10.00.png, k32/lidar/lidar_rng_left_00000_8bit_x6d6.png
k32/left/exp_20/image_135_20.00.png, k32/left/exp_20/image_127_20.00.png, k32/lidar/lidar_rng_left_00000_8bit_x6d6.png
k32/left/exp_30/image_135_30.00.png, k32/left/exp_30/image_127_30.00.png, k32/lidar/lidar_rng_left_00000_8bit_x6d6.png
k32/left/exp_40/image_135_40.00.png, k32/left/exp_40/image_127_40.00.png, k32/lidar/lidar_rng_left_00000_8bit_x6d6.png
k32/left/exp_50/image_135_50.00.png, k32/left/exp_50/image_127_50.00.png, k32/lidar/lidar_rng_left_00000_8bit_x6d6.png
k32/left/exp_60/image_135_60.00.png, k32/left/exp_60/image_127_60.00.png, k32/lidar/lidar_rng_left_00000_8bit_x6d6.png
k32/left/exp_70/image_135_70.00.png, k32/left/exp_70/image_127_70.00.png, k32/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k33/left/exp_10/image_135_10.00.png, k33/left/exp_10/image_127_10.00.png, k33/lidar/lidar_rng_left_00000_8bit_x6d6.png
k33/left/exp_20/image_135_20.00.png, k33/left/exp_20/image_127_20.00.png, k33/lidar/lidar_rng_left_00000_8bit_x6d6.png
k33/left/exp_30/image_135_30.00.png, k33/left/exp_30/image_127_30.00.png, k33/lidar/lidar_rng_left_00000_8bit_x6d6.png
k33/left/exp_40/image_135_40.00.png, k33/left/exp_40/image_127_40.00.png, k33/lidar/lidar_rng_left_00000_8bit_x6d6.png
k33/left/exp_50/image_135_50.00.png, k33/left/exp_50/image_127_50.00.png, k33/lidar/lidar_rng_left_00000_8bit_x6d6.png
k33/left/exp_60/image_135_60.00.png, k33/left/exp_60/image_127_60.00.png, k33/lidar/lidar_rng_left_00000_8bit_x6d6.png
k33/left/exp_70/image_135_70.00.png, k33/left/exp_70/image_127_70.00.png, k33/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k34/left/exp_10/image_135_10.00.png, k34/left/exp_10/image_127_10.00.png, k34/lidar/lidar_rng_left_00000_8bit_x6d6.png
k34/left/exp_20/image_135_20.00.png, k34/left/exp_20/image_127_20.00.png, k34/lidar/lidar_rng_left_00000_8bit_x6d6.png
k34/left/exp_30/image_135_30.00.png, k34/left/exp_30/image_127_30.00.png, k34/lidar/lidar_rng_left_00000_8bit_x6d6.png
k34/left/exp_40/image_135_40.00.png, k34/left/exp_40/image_127_40.00.png, k34/lidar/lidar_rng_left_00000_8bit_x6d6.png
k34/left/exp_50/image_135_50.00.png, k34/left/exp_50/image_127_50.00.png, k34/lidar/lidar_rng_left_00000_8bit_x6d6.png
k34/left/exp_60/image_135_60.00.png, k34/left/exp_60/image_127_60.00.png, k34/lidar/lidar_rng_left_00000_8bit_x6d6.png
k34/left/exp_70/image_135_70.00.png, k34/left/exp_70/image_127_70.00.png, k34/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k35/left/exp_10/image_135_10.00.png, k35/left/exp_10/image_127_10.00.png, k35/lidar/lidar_rng_left_00000_8bit_x6d6.png
k35/left/exp_20/image_135_20.00.png, k35/left/exp_20/image_127_20.00.png, k35/lidar/lidar_rng_left_00000_8bit_x6d6.png
k35/left/exp_30/image_135_30.00.png, k35/left/exp_30/image_127_30.00.png, k35/lidar/lidar_rng_left_00000_8bit_x6d6.png
k35/left/exp_40/image_135_40.00.png, k35/left/exp_40/image_127_40.00.png, k35/lidar/lidar_rng_left_00000_8bit_x6d6.png
k35/left/exp_50/image_135_50.00.png, k35/left/exp_50/image_127_50.00.png, k35/lidar/lidar_rng_left_00000_8bit_x6d6.png
k35/left/exp_60/image_135_60.00.png, k35/left/exp_60/image_127_60.00.png, k35/lidar/lidar_rng_left_00000_8bit_x6d6.png
k35/left/exp_70/image_135_70.00.png, k35/left/exp_70/image_127_70.00.png, k35/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k36/left/exp_10/image_135_10.00.png, k36/left/exp_10/image_127_10.00.png, k36/lidar/lidar_rng_left_00000_8bit_x6d6.png
k36/left/exp_20/image_135_20.00.png, k36/left/exp_20/image_127_20.00.png, k36/lidar/lidar_rng_left_00000_8bit_x6d6.png
k36/left/exp_30/image_135_30.00.png, k36/left/exp_30/image_127_30.00.png, k36/lidar/lidar_rng_left_00000_8bit_x6d6.png
k36/left/exp_40/image_135_40.00.png, k36/left/exp_40/image_127_40.00.png, k36/lidar/lidar_rng_left_00000_8bit_x6d6.png
k36/left/exp_50/image_135_50.00.png, k36/left/exp_50/image_127_50.00.png, k36/lidar/lidar_rng_left_00000_8bit_x6d6.png
k36/left/exp_60/image_135_60.00.png, k36/left/exp_60/image_127_60.00.png, k36/lidar/lidar_rng_left_00000_8bit_x6d6.png
k36/left/exp_70/image_135_70.00.png, k36/left/exp_70/image_127_70.00.png, k36/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k37/left/exp_10/image_135_10.00.png, k37/left/exp_10/image_127_10.00.png, k37/lidar/lidar_rng_left_00000_8bit_x6d6.png
k37/left/exp_20/image_135_20.00.png, k37/left/exp_20/image_127_20.00.png, k37/lidar/lidar_rng_left_00000_8bit_x6d6.png
k37/left/exp_30/image_135_30.00.png, k37/left/exp_30/image_127_30.00.png, k37/lidar/lidar_rng_left_00000_8bit_x6d6.png
k37/left/exp_40/image_135_40.00.png, k37/left/exp_40/image_127_40.00.png, k37/lidar/lidar_rng_left_00000_8bit_x6d6.png
k37/left/exp_50/image_135_50.00.png, k37/left/exp_50/image_127_50.00.png, k37/lidar/lidar_rng_left_00000_8bit_x6d6.png
k37/left/exp_60/image_135_60.00.png, k37/left/exp_60/image_127_60.00.png, k37/lidar/lidar_rng_left_00000_8bit_x6d6.png
k37/left/exp_70/image_135_70.00.png, k37/left/exp_70/image_127_70.00.png, k37/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k38/left/exp_10/image_135_10.00.png, k38/left/exp_10/image_127_10.00.png, k38/lidar/lidar_rng_left_00000_8bit_x6d6.png
k38/left/exp_20/image_135_20.00.png, k38/left/exp_20/image_127_20.00.png, k38/lidar/lidar_rng_left_00000_8bit_x6d6.png
k38/left/exp_30/image_135_30.00.png, k38/left/exp_30/image_127_30.00.png, k38/lidar/lidar_rng_left_00000_8bit_x6d6.png
k38/left/exp_40/image_135_40.00.png, k38/left/exp_40/image_127_40.00.png, k38/lidar/lidar_rng_left_00000_8bit_x6d6.png
k38/left/exp_50/image_135_50.00.png, k38/left/exp_50/image_127_50.00.png, k38/lidar/lidar_rng_left_00000_8bit_x6d6.png
k38/left/exp_60/image_135_60.00.png, k38/left/exp_60/image_127_60.00.png, k38/lidar/lidar_rng_left_00000_8bit_x6d6.png
k38/left/exp_70/image_135_70.00.png, k38/left/exp_70/image_127_70.00.png, k38/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k39/left/exp_10/image_135_10.00.png, k39/left/exp_10/image_127_10.00.png, k39/lidar/lidar_rng_left_00000_8bit_x6d6.png
k39/left/exp_20/image_135_20.00.png, k39/left/exp_20/image_127_20.00.png, k39/lidar/lidar_rng_left_00000_8bit_x6d6.png
k39/left/exp_30/image_135_30.00.png, k39/left/exp_30/image_127_30.00.png, k39/lidar/lidar_rng_left_00000_8bit_x6d6.png
k39/left/exp_40/image_135_40.00.png, k39/left/exp_40/image_127_40.00.png, k39/lidar/lidar_rng_left_00000_8bit_x6d6.png
k39/left/exp_50/image_135_50.00.png, k39/left/exp_50/image_127_50.00.png, k39/lidar/lidar_rng_left_00000_8bit_x6d6.png
k39/left/exp_60/image_135_60.00.png, k39/left/exp_60/image_127_60.00.png, k39/lidar/lidar_rng_left_00000_8bit_x6d6.png
k39/left/exp_70/image_135_70.00.png, k39/left/exp_70/image_127_70.00.png, k39/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k40/left/exp_10/image_135_10.00.png, k40/left/exp_10/image_127_10.00.png, k40/lidar/lidar_rng_left_00000_8bit_x6d6.png
k40/left/exp_20/image_135_20.00.png, k40/left/exp_20/image_127_20.00.png, k40/lidar/lidar_rng_left_00000_8bit_x6d6.png
k40/left/exp_30/image_135_30.00.png, k40/left/exp_30/image_127_30.00.png, k40/lidar/lidar_rng_left_00000_8bit_x6d6.png
k40/left/exp_40/image_135_40.00.png, k40/left/exp_40/image_127_40.00.png, k40/lidar/lidar_rng_left_00000_8bit_x6d6.png
k40/left/exp_50/image_135_50.00.png, k40/left/exp_50/image_127_50.00.png, k40/lidar/lidar_rng_left_00000_8bit_x6d6.png
k40/left/exp_60/image_135_60.00.png, k40/left/exp_60/image_127_60.00.png, k40/lidar/lidar_rng_left_00000_8bit_x6d6.png
k40/left/exp_70/image_135_70.00.png, k40/left/exp_70/image_127_70.00.png, k40/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k41/left/exp_10/image_135_10.00.png, k41/left/exp_10/image_127_10.00.png, k41/lidar/lidar_rng_left_00000_8bit_x6d6.png
k41/left/exp_20/image_135_20.00.png, k41/left/exp_20/image_127_20.00.png, k41/lidar/lidar_rng_left_00000_8bit_x6d6.png
k41/left/exp_30/image_135_30.00.png, k41/left/exp_30/image_127_30.00.png, k41/lidar/lidar_rng_left_00000_8bit_x6d6.png
k41/left/exp_40/image_135_40.00.png, k41/left/exp_40/image_127_40.00.png, k41/lidar/lidar_rng_left_00000_8bit_x6d6.png
k41/left/exp_50/image_135_50.00.png, k41/left/exp_50/image_127_50.00.png, k41/lidar/lidar_rng_left_00000_8bit_x6d6.png
k41/left/exp_60/image_135_60.00.png, k41/left/exp_60/image_127_60.00.png, k41/lidar/lidar_rng_left_00000_8bit_x6d6.png
k41/left/exp_70/image_135_70.00.png, k41/left/exp_70/image_127_70.00.png, k41/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k42/left/exp_10/image_135_10.00.png, k42/left/exp_10/image_127_10.00.png, k42/lidar/lidar_rng_left_00000_8bit_x6d6.png
k42/left/exp_20/image_135_20.00.png, k42/left/exp_20/image_127_20.00.png, k42/lidar/lidar_rng_left_00000_8bit_x6d6.png
k42/left/exp_30/image_135_30.00.png, k42/left/exp_30/image_127_30.00.png, k42/lidar/lidar_rng_left_00000_8bit_x6d6.png
k42/left/exp_40/image_135_40.00.png, k42/left/exp_40/image_127_40.00.png, k42/lidar/lidar_rng_left_00000_8bit_x6d6.png
k42/left/exp_50/image_135_50.00.png, k42/left/exp_50/image_127_50.00.png, k42/lidar/lidar_rng_left_00000_8bit_x6d6.png
k42/left/exp_60/image_135_60.00.png, k42/left/exp_60/image_127_60.00.png, k42/lidar/lidar_rng_left_00000_8bit_x6d6.png
k42/left/exp_70/image_135_70.00.png, k42/left/exp_70/image_127_70.00.png, k42/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k43/left/exp_10/image_135_10.00.png, k43/left/exp_10/image_127_10.00.png, k43/lidar/lidar_rng_left_00000_8bit_x6d6.png
k43/left/exp_20/image_135_20.00.png, k43/left/exp_20/image_127_20.00.png, k43/lidar/lidar_rng_left_00000_8bit_x6d6.png
k43/left/exp_30/image_135_30.00.png, k43/left/exp_30/image_127_30.00.png, k43/lidar/lidar_rng_left_00000_8bit_x6d6.png
k43/left/exp_40/image_135_40.00.png, k43/left/exp_40/image_127_40.00.png, k43/lidar/lidar_rng_left_00000_8bit_x6d6.png
k43/left/exp_50/image_135_50.00.png, k43/left/exp_50/image_127_50.00.png, k43/lidar/lidar_rng_left_00000_8bit_x6d6.png
k43/left/exp_60/image_135_60.00.png, k43/left/exp_60/image_127_60.00.png, k43/lidar/lidar_rng_left_00000_8bit_x6d6.png
k43/left/exp_70/image_135_70.00.png, k43/left/exp_70/image_127_70.00.png, k43/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k44/left/exp_10/image_135_10.00.png, k44/left/exp_10/image_127_10.00.png, k44/lidar/lidar_rng_left_00000_8bit_x6d6.png
k44/left/exp_20/image_135_20.00.png, k44/left/exp_20/image_127_20.00.png, k44/lidar/lidar_rng_left_00000_8bit_x6d6.png
k44/left/exp_30/image_135_30.00.png, k44/left/exp_30/image_127_30.00.png, k44/lidar/lidar_rng_left_00000_8bit_x6d6.png
k44/left/exp_40/image_135_40.00.png, k44/left/exp_40/image_127_40.00.png, k44/lidar/lidar_rng_left_00000_8bit_x6d6.png
k44/left/exp_50/image_135_50.00.png, k44/left/exp_50/image_127_50.00.png, k44/lidar/lidar_rng_left_00000_8bit_x6d6.png
k44/left/exp_60/image_135_60.00.png, k44/left/exp_60/image_127_60.00.png, k44/lidar/lidar_rng_left_00000_8bit_x6d6.png
k44/left/exp_70/image_135_70.00.png, k44/left/exp_70/image_127_70.00.png, k44/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k45/left/exp_10/image_135_10.00.png, k45/left/exp_10/image_127_10.00.png, k45/lidar/lidar_rng_left_00000_8bit_x6d6.png
k45/left/exp_20/image_135_20.00.png, k45/left/exp_20/image_127_20.00.png, k45/lidar/lidar_rng_left_00000_8bit_x6d6.png
k45/left/exp_30/image_135_30.00.png, k45/left/exp_30/image_127_30.00.png, k45/lidar/lidar_rng_left_00000_8bit_x6d6.png
k45/left/exp_40/image_135_40.00.png, k45/left/exp_40/image_127_40.00.png, k45/lidar/lidar_rng_left_00000_8bit_x6d6.png
k45/left/exp_50/image_135_50.00.png, k45/left/exp_50/image_127_50.00.png, k45/lidar/lidar_rng_left_00000_8bit_x6d6.png
k45/left/exp_60/image_135_60.00.png, k45/left/exp_60/image_127_60.00.png, k45/lidar/lidar_rng_left_00000_8bit_x6d6.png
k45/left/exp_70/image_135_70.00.png, k45/left/exp_70/image_127_70.00.png, k45/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k46/left/exp_10/image_135_10.00.png, k46/left/exp_10/image_127_10.00.png, k46/lidar/lidar_rng_left_00000_8bit_x6d6.png
k46/left/exp_20/image_135_20.00.png, k46/left/exp_20/image_127_20.00.png, k46/lidar/lidar_rng_left_00000_8bit_x6d6.png
k46/left/exp_30/image_135_30.00.png, k46/left/exp_30/image_127_30.00.png, k46/lidar/lidar_rng_left_00000_8bit_x6d6.png
k46/left/exp_40/image_135_40.00.png, k46/left/exp_40/image_127_40.00.png, k46/lidar/lidar_rng_left_00000_8bit_x6d6.png
k46/left/exp_50/image_135_50.00.png, k46/left/exp_50/image_127_50.00.png, k46/lidar/lidar_rng_left_00000_8bit_x6d6.png
k46/left/exp_60/image_135_60.00.png, k46/left/exp_60/image_127_60.00.png, k46/lidar/lidar_rng_left_00000_8bit_x6d6.png
k46/left/exp_70/image_135_70.00.png, k46/left/exp_70/image_127_70.00.png, k46/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k47/left/exp_10/image_135_10.00.png, k47/left/exp_10/image_127_10.00.png, k47/lidar/lidar_rng_left_00000_8bit_x6d6.png
k47/left/exp_20/image_135_20.00.png, k47/left/exp_20/image_127_20.00.png, k47/lidar/lidar_rng_left_00000_8bit_x6d6.png
k47/left/exp_30/image_135_30.00.png, k47/left/exp_30/image_127_30.00.png, k47/lidar/lidar_rng_left_00000_8bit_x6d6.png
k47/left/exp_40/image_135_40.00.png, k47/left/exp_40/image_127_40.00.png, k47/lidar/lidar_rng_left_00000_8bit_x6d6.png
k47/left/exp_50/image_135_50.00.png, k47/left/exp_50/image_127_50.00.png, k47/lidar/lidar_rng_left_00000_8bit_x6d6.png
k47/left/exp_60/image_135_60.00.png, k47/left/exp_60/image_127_60.00.png, k47/lidar/lidar_rng_left_00000_8bit_x6d6.png
k47/left/exp_70/image_135_70.00.png, k47/left/exp_70/image_127_70.00.png, k47/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k48/left/exp_10/image_135_10.00.png, k48/left/exp_10/image_127_10.00.png, k48/lidar/lidar_rng_left_00000_8bit_x6d6.png
k48/left/exp_20/image_135_20.00.png, k48/left/exp_20/image_127_20.00.png, k48/lidar/lidar_rng_left_00000_8bit_x6d6.png
k48/left/exp_30/image_135_30.00.png, k48/left/exp_30/image_127_30.00.png, k48/lidar/lidar_rng_left_00000_8bit_x6d6.png
k48/left/exp_40/image_135_40.00.png, k48/left/exp_40/image_127_40.00.png, k48/lidar/lidar_rng_left_00000_8bit_x6d6.png
k48/left/exp_50/image_135_50.00.png, k48/left/exp_50/image_127_50.00.png, k48/lidar/lidar_rng_left_00000_8bit_x6d6.png
k48/left/exp_60/image_135_60.00.png, k48/left/exp_60/image_127_60.00.png, k48/lidar/lidar_rng_left_00000_8bit_x6d6.png
k48/left/exp_70/image_135_70.00.png, k48/left/exp_70/image_127_70.00.png, k48/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k49/left/exp_10/image_135_10.00.png, k49/left/exp_10/image_127_10.00.png, k49/lidar/lidar_rng_left_00000_8bit_x6d6.png
k49/left/exp_20/image_135_20.00.png, k49/left/exp_20/image_127_20.00.png, k49/lidar/lidar_rng_left_00000_8bit_x6d6.png
k49/left/exp_30/image_135_30.00.png, k49/left/exp_30/image_127_30.00.png, k49/lidar/lidar_rng_left_00000_8bit_x6d6.png
k49/left/exp_40/image_135_40.00.png, k49/left/exp_40/image_127_40.00.png, k49/lidar/lidar_rng_left_00000_8bit_x6d6.png
k49/left/exp_50/image_135_50.00.png, k49/left/exp_50/image_127_50.00.png, k49/lidar/lidar_rng_left_00000_8bit_x6d6.png
k49/left/exp_60/image_135_60.00.png, k49/left/exp_60/image_127_60.00.png, k49/lidar/lidar_rng_left_00000_8bit_x6d6.png
k49/left/exp_70/image_135_70.00.png, k49/left/exp_70/image_127_70.00.png, k49/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k50/left/exp_10/image_135_10.00.png, k50/left/exp_10/image_127_10.00.png, k50/lidar/lidar_rng_left_00000_8bit_x6d6.png
k50/left/exp_20/image_135_20.00.png, k50/left/exp_20/image_127_20.00.png, k50/lidar/lidar_rng_left_00000_8bit_x6d6.png
k50/left/exp_30/image_135_30.00.png, k50/left/exp_30/image_127_30.00.png, k50/lidar/lidar_rng_left_00000_8bit_x6d6.png
k50/left/exp_40/image_135_40.00.png, k50/left/exp_40/image_127_40.00.png, k50/lidar/lidar_rng_left_00000_8bit_x6d6.png
k50/left/exp_50/image_135_50.00.png, k50/left/exp_50/image_127_50.00.png, k50/lidar/lidar_rng_left_00000_8bit_x6d6.png
k50/left/exp_60/image_135_60.00.png, k50/left/exp_60/image_127_60.00.png, k50/lidar/lidar_rng_left_00000_8bit_x6d6.png
k50/left/exp_70/image_135_70.00.png, k50/left/exp_70/image_127_70.00.png, k50/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k51/left/exp_10/image_135_10.00.png, k51/left/exp_10/image_127_10.00.png, k51/lidar/lidar_rng_left_00000_8bit_x6d6.png
k51/left/exp_20/image_135_20.00.png, k51/left/exp_20/image_127_20.00.png, k51/lidar/lidar_rng_left_00000_8bit_x6d6.png
k51/left/exp_30/image_135_30.00.png, k51/left/exp_30/image_127_30.00.png, k51/lidar/lidar_rng_left_00000_8bit_x6d6.png
k51/left/exp_40/image_135_40.00.png, k51/left/exp_40/image_127_40.00.png, k51/lidar/lidar_rng_left_00000_8bit_x6d6.png
k51/left/exp_50/image_135_50.00.png, k51/left/exp_50/image_127_50.00.png, k51/lidar/lidar_rng_left_00000_8bit_x6d6.png
k51/left/exp_60/image_135_60.00.png, k51/left/exp_60/image_127_60.00.png, k51/lidar/lidar_rng_left_00000_8bit_x6d6.png
k51/left/exp_70/image_135_70.00.png, k51/left/exp_70/image_127_70.00.png, k51/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k52/left/exp_10/image_135_10.00.png, k52/left/exp_10/image_127_10.00.png, k52/lidar/lidar_rng_left_00000_8bit_x6d6.png
k52/left/exp_20/image_135_20.00.png, k52/left/exp_20/image_127_20.00.png, k52/lidar/lidar_rng_left_00000_8bit_x6d6.png
k52/left/exp_30/image_135_30.00.png, k52/left/exp_30/image_127_30.00.png, k52/lidar/lidar_rng_left_00000_8bit_x6d6.png
k52/left/exp_40/image_135_40.00.png, k52/left/exp_40/image_127_40.00.png, k52/lidar/lidar_rng_left_00000_8bit_x6d6.png
k52/left/exp_50/image_135_50.00.png, k52/left/exp_50/image_127_50.00.png, k52/lidar/lidar_rng_left_00000_8bit_x6d6.png
k52/left/exp_60/image_135_60.00.png, k52/left/exp_60/image_127_60.00.png, k52/lidar/lidar_rng_left_00000_8bit_x6d6.png
k52/left/exp_70/image_135_70.00.png, k52/left/exp_70/image_127_70.00.png, k52/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k53/left/exp_10/image_135_10.00.png, k53/left/exp_10/image_127_10.00.png, k53/lidar/lidar_rng_left_00000_8bit_x6d6.png
k53/left/exp_20/image_135_20.00.png, k53/left/exp_20/image_127_20.00.png, k53/lidar/lidar_rng_left_00000_8bit_x6d6.png
k53/left/exp_30/image_135_30.00.png, k53/left/exp_30/image_127_30.00.png, k53/lidar/lidar_rng_left_00000_8bit_x6d6.png
k53/left/exp_40/image_135_40.00.png, k53/left/exp_40/image_127_40.00.png, k53/lidar/lidar_rng_left_00000_8bit_x6d6.png
k53/left/exp_50/image_135_50.00.png, k53/left/exp_50/image_127_50.00.png, k53/lidar/lidar_rng_left_00000_8bit_x6d6.png
k53/left/exp_60/image_135_60.00.png, k53/left/exp_60/image_127_60.00.png, k53/lidar/lidar_rng_left_00000_8bit_x6d6.png
k53/left/exp_70/image_135_70.00.png, k53/left/exp_70/image_127_70.00.png, k53/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k54/left/exp_10/image_135_10.00.png, k54/left/exp_10/image_127_10.00.png, k54/lidar/lidar_rng_left_00000_8bit_x6d6.png
k54/left/exp_20/image_135_20.00.png, k54/left/exp_20/image_127_20.00.png, k54/lidar/lidar_rng_left_00000_8bit_x6d6.png
k54/left/exp_30/image_135_30.00.png, k54/left/exp_30/image_127_30.00.png, k54/lidar/lidar_rng_left_00000_8bit_x6d6.png
k54/left/exp_40/image_135_40.00.png, k54/left/exp_40/image_127_40.00.png, k54/lidar/lidar_rng_left_00000_8bit_x6d6.png
k54/left/exp_50/image_135_50.00.png, k54/left/exp_50/image_127_50.00.png, k54/lidar/lidar_rng_left_00000_8bit_x6d6.png
k54/left/exp_60/image_135_60.00.png, k54/left/exp_60/image_127_60.00.png, k54/lidar/lidar_rng_left_00000_8bit_x6d6.png
k54/left/exp_70/image_135_70.00.png, k54/left/exp_70/image_127_70.00.png, k54/lidar/lidar_rng_left_00000_8bit_x6d6.png
#------------------------------------------------------
k55/left/exp_10/image_135_10.00.png, k55/left/exp_10/image_127_10.00.png, k55/lidar/lidar_rng_left_00000_8bit_x6d6.png
k55/left/exp_20/image_135_20.00.png, k55/left/exp_20/image_127_20.00.png, k55/lidar/lidar_rng_left_00000_8bit_x6d6.png
